60,0
213,2
364,2
424,3
32,4
539,5
236,7
186,8
147,9
180,9
20,11
108,12
287,12
577,12
308,13
10,15
67,15
226,16
86,18
120,18
14,20
536,21
27,22
359,22
87,23
133,23
370,24
589,25
112,26
124,26
429,27
561,27
499,29
481,30
261,31
597,31
131,32
304,32
309,35
358,35
15,36
148,36
166,37
530,37
192,39
306,40
247,42
458,42
10,43
155,44
86,45
216,45
379,46
453,46
582,46
420,47
421,47
422,47
438,47
441,47
419,48
420,48
421,48
422,48
423,48
630,48
49,49
124,49
419,49
420,49
421,49
422,49
423,49
420,50
421,50
422,50
423,50
461,50
421,51
422,51
436,51
579,51
508,52
622,52
113,54
482,54
104,55
606,57
34,58
9,59
204,59
236,61
443,61
583,61
617,61
10,62
116,63
309,63
395,63
426,64
509,65
98,66
631,66
450,67
247,68
307,68
606,68
472,69
172,70
150,71
167,72
288,73
518,75
295,77
289,79
336,79
363,79
348,80
366,80
583,81
121,82
571,82
437,84
441,84
43,85
378,85
395,85
242,86
268,86
363,86
358,87
454,87
116,88
160,90
600,91
58,92
321,92
172,93
415,93
18,94
303,97
376,97
33,98
555,99
340,102
575,102
588,102
559,103
284,104
93,106
101,106
482,106
77,107
573,107
227,108
283,108
78,109
438,112
520,113
131,114
158,114
93,115
145,116
150,116
255,116
476,116
151,117
73,118
456,118
351,120
446,120
263,121
320,121
353,122
570,122
136,125
173,125
548,125
606,125
131,126
228,126
634,126
218,129
4,131
70,131
493,131
42,132
69,132
240,134
145,135
428,135
32,136
423,136
251,137
138,138
48,140
478,140
347,142
53,145
374,146
81,147
550,147
197,153
609,153
621,153
454,154
392,155
1,156
30,157
357,158
582,159
371,160
431,160
533,160
276,161
378,161
313,163
548,164
151,166
227,167
480,167
637,167
374,168
429,168
530,168
1,169
367,169
381,169
459,169
295,170
261,172
346,172
175,173
356,173
509,173
434,174
443,174
547,174
433,176
95,177
187,177
211,177
306,177
636,177
424,178
240,180
120,181
495,182
593,182
251,184
507,184
8,186
347,187
355,187
110,189
278,189
175,191
336,192
356,192
398,192
508,192
472,193
519,194
600,194
227,195
419,195
525,195
141,196
246,196
116,197
177,197
220,197
589,197
327,199
480,199
613,200
281,203
579,203
71,204
370,204
379,204
523,205
43,206
37,208
322,209
332,209
338,209
196,210
107,211
488,211
402,213
411,213
66,214
267,214
199,216
427,216
475,216
119,217
560,217
241,218
221,220
272,220
553,220
84,221
58,223
588,223
256,224
356,224
246,225
299,225
384,225
207,226
365,226
494,227
246,228
326,228
544,229
58,230
101,230
189,230
435,232
438,232
87,233
537,235
241,236
272,236
298,236
49,237
308,237
557,237
62,238
242,239
314,240
265,242
499,242
615,242
390,243
7,244
258,244
522,245
291,246
208,247
450,247
264,249
278,249
151,250
331,250
279,252
399,252
443,252
302,253
356,253
280,254
309,254
588,256
366,257
475,257
195,258
381,258
295,259
32,260
149,260
297,260
376,260
26,261
295,261
135,263
168,265
393,265
398,265
133,266
261,266
204,267
407,267
622,267
347,268
486,269
591,269
263,270
88,271
52,272
99,272
374,272
189,273
27,274
126,275
253,275
202,276
305,277
161,278
165,278
349,278
55,279
257,280
142,282
185,282
311,282
589,282
267,283
577,283
606,283
391,285
593,285
615,285
176,287
373,287
632,287
128,288
199,288
285,288
319,290
599,291
213,292
556,292
194,293
231,293
311,293
638,293
611,294
325,296
160,297
244,297
147,298
260,298
328,298
373,300
495,300
166,301
160,302
211,302
346,302
521,303
36,305
338,305
7,306
283,309
223,310
416,310
529,315
178,317
255,317
328,317
512,318
377,320
441,320
215,321
162,325
468,325
594,325
611,325
144,326
308,326
602,326
203,327
580,327
53,328
289,328
234,329
442,330
132,331
145,331
299,332
90,333
431,333
116,334
36,336
63,336
114,336
359,337
448,337
333,339
417,339
460,339
126,340
186,340
355,340
584,340
26,341
66,341
362,341
510,341
78,342
629,342
618,345
282,346
399,346
38,349
135,349
582,349
276,351
569,352
329,353
468,354
489,355
607,356
134,357
443,357
143,358
243,358
373,360
117,361
91,363
491,363
498,363
359,364
538,364
377,365
81,366
332,366
356,366
215,367
601,367
615,367
109,368
358,368
549,369
568,370
316,371
409,371
88,372
211,374
94,375
133,375
228,375
602,376
635,376
200,377
314,377
401,377
261,378
307,378
371,378
420,378
88,379
438,379
486,380
252,381
360,381
54,382
262,382
447,383
193,385
377,385
288,387
365,387
546,388
377,389
132,390
517,390
329,391
455,392
574,393
301,394
483,396
632,396
300,397
362,397
469,397
366,402
5,403
199,403
462,403
628,403
615,404
86,405
253,405
31,407
90,407
339,407
293,409
228,410
120,411
326,411
540,412
473,413
333,414
286,415
570,415
487,416
418,417
8,418
37,418
153,423
77,425
110,425
200,425
484,425
175,428
17,429
120,429
447,429
129,430
238,431
538,431
501,432
510,432
551,432
419,433
400,434
452,434
610,434
77,435
94,436
497,436
130,437
624,438
189,441
229,441
16,443
280,443
47,445
50,445
482,445
4,446
60,446
515,446
566,447
141,448
257,449
274,449
428,449
175,450
228,451
236,451
354,451
516,451
99,455
453,455
307,457
432,457
463,458
479,459
454,460
537,462
565,462
396,463
258,464
570,464
215,465
361,465
260,466
166,467
35,468
99,468
268,470
331,470
530,472
132,473
598,473
505,474
245,477
313,477
535,477
186,479
